iso,code,country,B.3.2.1_raw_2010
ABW,533,Aruba,7.07036754
AFG,4,Afghanistan,NA
AGO,24,Angola,0.125723662
AIA,660,Anguilla,NA
ALB,8,Albania,4.861273115
AND,20,Andorra,NA
ARE,784,United Arab Emirates,4.813372718
ARG,32,Argentina,0.892866497
ARM,51,Armenia,NA
ATG,28,Antigua and Barbuda,13.2094889
AUS,36,Australia,0.600587901
AUT,40,Austria,NA
AZE,31,Azerbaijan,NA
BDI,108,Burundi,NA
BEL,56,Belgium,7.691376838
BEN,204,Benin,0.995495438
BFA,854,Burkina Faso,NA
BGD,50,Bangladesh,9.636463045
BGR,100,Bulgaria,0.204312854
BHR,48,Bahrain,33.97279383
BHS,44,Bahamas,52.90280518
BIH,70,Bosnia and Herzegovina,0.128200576
BLM,652,Saint Barthelemy,NA
BLR,112,Belarus,0
BLZ,84,Belize,6.053948409
BMU,60,Bermuda,11.88370384
BOL,68,Bolivia,NA
BRA,76,Brazil,0.607906215
BRB,52,Barbados,0.715679583
BRN,96,Brunei Darussalam,0.381050512
BTN,64,Bhutan,NA
BWA,72,Botswana,NA
CAF,140,Central African Republic,NA
CAN,124,Canada,1.738276447
CHE,756,Switzerland,0
CHL,152,Chile,0.505208634
CHN,156,China,1.165879632
CIV,384,Cote d'Ivoire,0.160747994
CMR,120,Cameroon,0.036655692
COD,180,Dem. Rep. Congo,0.021736792
COG,178,Republic of Congo,0.012044516
COK,184,Cook Islands,NA
COL,170,Colombia,0.584928396
COM,174,Comoros,0.805796199
CPV,132,Cabo Verde,3.551398449
CRI,188,Costa Rica,0.585764913
CUB,192,Cuba,8.486184035
CUW,531,Curacao,NA
CYM,136,Cayman Islands,11.74326666
CYP,196,Cyprus,1.672016061
CZE,203,Czech Republic,NA
DEU,276,Germany,4.458668341
DJI,262,Djibouti,0.71924231
DMA,212,Dominica,0.838645036
DNK,208,Denmark,14.45047691
DOM,214,Dominican Republic,1.742664739
DZA,12,Algeria,0.025005944
ECU,218,Ecuador,1.50710449
EGY,818,Egypt,1.622988267
ERI,232,Eritrea,1.205559922
ESH,732,Western Sahara,NA
ESP,724,Spain,0.821902232
EST,233,Estonia,1.808930466
ETH,231,Ethiopia,0
FIN,246,Finland,0.528235978
FJI,242,Fiji,3.09994895
FLK,238,Falkland Islands,NA
FRA,250,France,1.647373804
FRO,234,Faeroe Islands,7.702458211
FSM,583,Micronesia,7.165460626
GAB,266,Gabon,0.322701521
GBR,826,United Kingdom,4.238566763
GEO,268,Georgia,1.284809797
GGY,831,Guernsey,NA
GHA,288,Ghana,0.562210066
GIN,324,Guinea,0.939142015
GMB,270,Gambia,16.77800128
GNB,624,Guinea-Bissau,6.524519474
GNQ,226,Equatorial Guinea,0.251076091
GRC,300,Greece,3.060864498
GRD,308,Grenada,1.832331562
GRL,304,Greenland,10.13942715
GTM,320,Guatemala,0.392207128
GUY,328,Guyana,2.375600858
HKG,344,Hong Kong,10.05107468
HND,340,Honduras,2.026348052
HRV,191,Croatia,1.006021864
HTI,332,Haiti,1.595681828
HUN,348,Hungary,NA
IDN,360,Indonesia,2.778554674
IMN,833,Isle of Man,1.948839739
IND,356,India,1.494053499
IRL,372,Ireland,2.069538435
IRN,364,Iran,0.844881597
IRQ,368,Iraq,3.193463534
ISL,352,Iceland,2.246048775
ISR,376,Israel,0.410489234
ITA,380,Italy,3.876596966
JAM,388,Jamaica,3.598627098
JEY,832,Jersey,NA
JOR,400,Jordan,0.000608159
JPN,392,Japan,3.435795752
KAZ,398,Kazakhstan,NA
KEN,404,Kenya,0.240780521
KGZ,417,Kyrgyzstan,NA
KHM,116,Cambodia,2.695477988
KIR,296,Kiribati,54.63695385
KNA,659,Saint Kitts and Nevis,3.7516176
KOR,410,South Korea,2.947424446
KWT,414,Kuwait,8.181655022
LAO,418,Laos,0
LBN,422,Lebanon,0.433024162
LBR,430,Liberia,0.301642932
LBY,434,Libya,0.529163592
LCA,662,Saint Lucia,1.561104212
LIE,438,Liechtenstein,NA
LKA,144,Sri Lanka,2.134193
LSO,426,Lesotho,NA
LTU,440,Lithuania,1.219360815
LUX,442,Luxembourg,0
LVA,428,Latvia,1.905865558
